q1,q2,q3,q4,d,x,y,z,1
141,22,10,-49,1,-470.122090269555,380.697362352547,350.13759813851,1
138,1,-19,-45,53,-446.06282742311697,401.636773822704,60.0075820664983,1
119,83,-89,45,208,-194.368338455663,350.649764686775,780.515159736521,1
164,88,-69,3,214,-367.132850279652,105.273650778169,830.316034194007,1
115,86,81,84,17,17.3606272257414,-37.2299852299891,531.268002240483,1
79,29,-66,-66,210,102.88293835536601,529.286833690923,154.990235251647,1
94,85,88,-16,96,15.090423941368599,-215.803116457808,773.6796436841271,1
41,40,-42,-7,112,487.39583089265096,423.686731861902,495.66896707491304,1
46,12,-15,1,84,499.811587120225,517.570049646769,312.179962940299,1
123,40,-12,53,212,-313.03577526967,482.03282275830003,800.4712958080271,1
136,71,0,10,164,-168.28427768118098,162.510237933233,998.291924874711,1
17,22,21,-35,200,723.2861188554621,221.13075800727,561.95923668695,1
48,3,-37,10,252,561.438953484839,623.541128052867,37.095638578214604,1
124,65,11,6,228,-155.614013512994,230.70726258797995,1046.4792655966698,1
71,41,-53,47,142,207.641255330083,603.033992383889,604.773736327201,1
64,63,-71,-89,155,151.421320330519,310.459714770673,447.51311303085,1
119,52,74,25,137,-26.616651924919896,48.0177111579926,791.5268755878819,1
46,4,42,-61,73,479.014259677347,496.03378663384,264.745196146417,1
46,49,7,52,226,264.20521760043,273.592511886879,934.4619409700889,1
142,88,-58,78,11,22.425169142713102,-17.520462323183697,867.599635566922,1
43,0,31,73,149,406.00345562652495,378.604347395758,472.512720986173,1
28,45,12,-56,84,489.208645513256,260.116850869735,630.8601383980549,1
129,50,-65,-22,103,-341.19258639908503,421.33775477507004,452.4630825456,1
104,1,14,78,27,-117.76692213767599,472.33732591099005,415.94954336009596,1
132,88,20,40,79,105.231523400768,-116.87144684343399,863.112943991336,1
83,4,-21,-25,75,81.8195977441243,666.367148625677,118.09067808637501,1
147,40,56,53,73,-169.033101517609,109.77137962726101,690.3569760987269,1
12,4,25,-14,236,826.797159556678,175.74116143390802,417.75276497591796,1
75,14,7,79,172,151.681611953937,566.083482386039,573.6687427837841,1
71,23,63,81,98,87.2471488133815,253.384118630024,545.996292879942,1
12,16,14,-57,76,659.690204441915,140.221481623567,312.647229279829,1
83,31,-33,-7,61,77.7117685183231,632.911564343793,437.406560061792,1
5,59,-62,55,106,454.54276602630205,39.7673391150179,761.0109126030239,1
59,67,45,-59,30,143.34790867569902,238.570983246822,826.012646527974,1
31,57,62,2,43,123.849387431545,74.41621959830209,807.645259264915,1
129,82,-51,67,55,-55.4186416220375,68.43632295808919,893.040266527107,1
151,78,4,-4,232,-145.710866276873,80.76885207229451,1086.62554202208,1
11,46,22,42,60,283.46476103256697,55.09996787915979,784.1066386914931,1
3,12,49,85,100,361.803202422955,18.9613023764797,508.59841640913805,1
179,29,-66,-21,146,-620.8432654872599,10.836859509326802,215.739063212048,1
114,49,-33,-62,39,-190.39213040841702,427.62772635927297,463.859554721963,1
24,64,-6,-70,182,433.59948151749296,193.050927106496,765.185497677152,1
32,73,3,9,54,140.62154957457898,87.87009654715271,902.189471385678,1
142,47,13,-14,188,-423.003465241401,330.48652735563996,858.1528205320869,1
13,54,66,-9,170,124.900902650674,28.8356454649112,916.772461063087,1
54,55,-40,54,207,313.05461948517103,430.882718379372,827.887158215555,1
172,40,-8,18,219,-652.481729119017,91.7003268384464,777.9863174086861,1
5,17,80,81,118,258.203571529105,22.5898853907017,485.67745853300204,1
146,84,31,-23,105,1.1514097998119601,-0.7766357163490041,963.480394017298,1
79,61,-6,82,92,28.986042954373698,149.120263688011,831.4649618011031,1
61,81,8,45,32,-23.356768885536603,-42.13672647834571,847.8124511843221,1
82,6,30,37,239,99.1243394210928,705.306323468179,582.918690083192,1
119,62,64,-6,119,-30.400079102455898,54.8431944648592,888.678862040376,1
145,75,-56,-86,14,-166.821042758846,116.809351671748,521.534238310633,1
25,15,23,-85,123,608.080115515976,283.552414636876,293.65306117826697,1
122,10,-48,-38,45,-286.632472324813,458.707842605802,108.13782928922701,1
58,72,-36,50,144,145.20507148434402,232.37668968827003,932.208911834567,1
100,66,50,73,36,-0.269452137572952,1.52813900907461,659.190484911712,1
143,17,-85,-67,34,-269.738397584869,203.262461968316,206.439656675583,1
23,85,-41,80,166,57.030481068115904,24.2080029697338,954.435410369001,1
157,33,-48,-57,142,-539.161439849594,228.86045308746202,276.842095184558,1
46,27,-88,16,251,461.88604353953906,478.29699960198303,94.3951948967663,1
153,0,24,-25,29,-599.171604538609,305.293181126833,233.723739116236,1
97,37,3,70,38,-41.956304150818795,341.706675841736,697.6648913078709,1
78,5,-22,40,24,135.802027645793,638.898308190623,327.714956792166,1
120,26,18,-63,113,-335.064934252178,580.349489959498,452.23083966827403,1
2,20,-43,2,56,657.113418888059,22.946906230924203,300.795765047692,1
62,68,-16,-80,101,184.80545457184,347.568509353618,657.738502710352,1
85,75,-36,58,147,18.6893639837113,213.62040783916402,946.183358529061,1
9,23,16,-4,51,608.853055034401,96.4328503615077,541.688423131284,1
43,70,21,-64,186,229.879437783205,214.36604372568297,932.5295310226261,1
72,42,38,-18,3,133.626985145037,411.26157230324094,697.844584590871,1
13,53,-10,77,24,206.961609241734,47.780852358074895,769.147121429789,1
67,49,-70,73,165,223.00781200651198,525.37348151272,659.2726836645111,1
163,57,-88,-33,29,-342.3489931822,104.66659098228001,446.051310613304,1
113,5,31,-4,79,-266.236499637839,627.213887540437,405.664024527549,1
93,64,57,-33,81,-8.92111730294693,170.225058664788,892.75653867284,1
62,60,65,47,228,-32.892401876514505,-61.861610717968205,843.2930716455479,1
157,15,63,83,201,-303.181270004911,128.69281386352898,600.552614130139,1
158,6,27,-32,167,-726.4081897561141,293.48795932291097,368.154720116269,1
159,34,48,-60,135,-533.653603881692,204.85042569721801,687.437614352564,1
113,64,-35,-43,239,-228.906157510995,539.269112723902,720.724447373942,1
111,8,23,-56,202,-286.007711438935,745.0755614876691,320.06823451669896,1
156,30,-66,48,83,-590.455789500299,262.887854892032,447.80628164365,1
45,18,-78,9,105,431.516828660208,431.516828660208,142.527630742432,1
135,44,-21,-79,55,-344.45676174429605,344.45676174429605,427.069033412951,1
98,37,73,-80,115,-67.97866197620161,483.693313193656,703.917712271842,1
97,12,7,65,51,-64.1456643516625,522.42451233252,514.3583241464779,1
28,5,29,-87,75,561.827296892045,298.728872722374,167.342817083382,1
176,69,-46,33,35,-298.34004119384997,20.861967955781502,823.369002720497,1
113,77,72,-27,126,37.3311845788614,-87.94675950911379,897.1051928112579,1
122,64,-7,-25,73,-209.344368710741,335.021021708099,801.921943725668,1
13,40,-61,-18,240,702.4018264835761,162.162239123555,330.34147983702996,1
92,83,-74,89,25,-2.0058951340115603,57.44132111652289,869.694732995943,1
56,71,19,-6,77,95.85351591431521,142.108681389279,921.4295841164951,1
24,26,-60,-33,28,469.94142484326596,209.23140275498798,253.36818348605598,1
150,88,-51,37,10,-63.13437185780229,36.4506465872201,869.9138974156401,1
111,60,-84,-90,37,-70.6757260906159,184.116561177958,456.198683439784,1
156,25,6,4,148,-636.737694421436,283.493886573644,600.805670902601,1
60,37,-16,88,15,166.031200467613,287.574474851559,679.639849430122,1
71,72,17,-34,235,81.48604826380891,236.652667746571,1051.13153081534,1
16,29,70,28,178,266.564100627357,76.4360258638411,769.228895910036,1
85,12,82,69,114,24.7058202710046,282.388817880204,487.898216445169,1
151,29,-24,53,25,-462.88541334992004,256.581574405317,604.2958800080011,1
172,0,-37,-82,115,-471.87916378991304,66.3182915577009,1.85820388098079,1
142,83,6,55,146,65.0584422580618,-50.8292258191409,940.92465916773,1
135,0,-4,-45,80,-470.4179982595901,470.4179982595901,86.5905959812621,1
175,19,4,-50,148,-734.639393961915,64.27261875122271,355.942911657116,1
180,11,82,-68,48,-618.3628208391909,0.0,436.995259561559,1
117,11,-76,29,7,-275.440619254488,540.5826529917019,204.885868914244,1
178,49,-23,37,247,-609.880451863197,21.2974946770376,844.8083242187579,1
69,63,18,50,154,43.7209089783123,113.89686187787399,928.705956939392,1
68,77,-50,54,260,136.70187174302401,338.349005588559,974.8246083260871,1
50,64,30,-15,130,148.193706755568,176.61038242580102,949.8829125811749,1
171,86,42,-21,10,24.522812186143497,-3.88403188328606,870.044848207679,1
105,51,-26,69,163,-111.61095447622401,416.537752786524,834.7166513942391,1
112,26,-77,-37,61,-174.927814653289,432.961534345197,207.73574978663,1
62,77,-61,-62,132,166.602975607422,313.334625430328,592.734256557302,1
109,14,25,62,204,-189.15326944674098,549.34098267517,639.8510349928,1
47,28,-57,-10,85,427.00308310920303,457.90474541037804,293.682427963659,1
50,84,-18,-22,154,153.22104187998698,182.601727121502,955.371164500832,1
12,18,40,14,52,517.380761426842,109.97267572310801,581.7224352243061,1
152,38,8,5,48,-454.249204708324,241.528586468142,685.6668930357421,1
14,42,-85,-12,145,539.750098063259,134.574813984523,296.430862984738,1
115,3,38,-60,154,-317.80573191594,681.5365914713391,293.33099471426203,1
110,70,-80,64,100,-124.044018487533,340.808139812909,791.677705012675,1
72,29,10,-37,95,204.196240265578,628.451407018451,518.7882700851529,1
63,57,30,89,246,42.3499221369573,83.11640209331759,877.115171862941,1
63,17,76,-38,143,246.484447482834,483.752966073443,649.389484484453,1
166,8,-44,-13,150,-681.38525492825,169.888424778052,69.41468348815191,1
162,19,85,-12,204,-369.86526329221704,120.17650899601101,751.850146310528,1
95,30,-12,39,239,-63.64033174800179,727.412320444744,681.4610816140071,1
161,12,-69,71,170,-683.695079894521,235.41509507796698,222.722751759166,1
7,45,71,-21,76,281.570027517024,34.5724521920965,800.9788015405611,1
42,18,-22,17,70,511.51786251547003,460.572752139516,404.946419758657,1
112,73,-72,41,169,-163.771428664761,405.348510053356,795.1796787096871,1
85,84,-73,18,60,22.831237942786604,260.96224382284,789.200323709037,1
5,52,62,10,219,101.479980519123,8.87834787025484,941.342122188576,1
37,56,-59,-38,4,319.16994479492297,240.51180457129902,498.97192617356905,1
126,86,45,46,141,138.410247914133,-190.505362836946,809.4802827322861,1
51,22,-39,84,60,353.62983848414297,436.69648201001803,545.5316508297441,1
97,18,-12,-65,98,-77.40000112901,630.372422720282,229.62033183288398,1
143,73,73,7,213,156.522537086982,-117.94819175426001,873.4736516960561,1
128,3,-64,-48,64,-272.789565571235,349.15472180248804,27.210968871782498,1
30,21,-41,82,90,524.795920009958,302.991065687367,518.049899730152,1
53,36,-36,47,93,357.03861747493403,473.80624843862097,629.977320062436,1
22,56,-26,-25,17,419.896870670503,169.649347896996,638.487069824457,1
156,41,-76,73,73,-505.3747125278799,225.007318846968,599.8330834292279,1
111,60,-54,83,173,-146.975265199267,382.883656151082,826.088558271515,1
97,79,10,-87,125,-32.6310729312008,265.758762268204,817.488049534591,1
146,66,13,-89,187,-331.75900707457697,223.774275810989,807.368569127356,1
81,60,46,55,7,10.427807117869401,65.838582985187,696.0607668347141,1
141,51,-77,-45,34,-298.143947572492,241.43220833793302,408.942713588468,1
102,49,-78,88,65,-94.77544768598209,445.883424822771,699.0623223122631,1
57,27,-83,5,66,308.505436744669,475.056713189432,246.881365872527,1
73,86,76,-69,154,-35.9290585887996,-117.518655364845,917.2025188726641,1
65,65,4,-43,128,170.183908072649,364.960568621158,847.616276333745,1
154,65,-54,-62,96,-362.77770761525704,176.938510409179,532.504634246947,1
156,62,24,-65,20,-352.95460842487,157.145516282594,723.009408768865,1
158,38,-2,-7,134,-586.635158666443,237.015989098212,678.4506103736061,1
49,21,72,74,157,169.969755141683,195.527836498082,589.809158807279,1
66,54,30,71,22,48.421397116939204,108.75623856846501,701.49828312069,1
97,38,21,11,58,-56.1126439645407,457.000811436818,729.462498102102,1
18,0,-80,-32,203,417.817977192145,135.757290229919,-138.100332265233,1
60,56,89,27,140,-13.0739008338621,-22.6446604973663,719.442825958988,1
42,67,70,65,155,-69.0385643279817,-62.162602533431304,697.416266491134,1
118,83,-12,-38,164,-121.254077089079,228.045751812575,942.418207832354,1
53,56,-82,90,53,233.269563804678,309.559166688649,749.601740469702,1
109,31,39,-85,17,-188.40170672214,547.15828603513,437.490517823042,1
167,7,-30,5,64,-675.038659106481,155.844954167739,202.88480816711498,1
98,71,4,78,38,-0.8399107848610641,5.97627576810437,786.001239884824,1
75,25,18,-84,16,147.655024258977,551.056052527318,319.076167676799,1
58,8,-60,-23,10,274.03967099861,438.55514782612505,112.528304488288,1
128,58,-59,-79,106,-237.403983494718,303.86324212336797,448.40648558102004,1
83,18,67,18,6,49.7139311111841,404.88747726594704,547.704286946977,1
162,41,-80,-71,260,-472.271752623298,153.450394401744,204.338540694261,1
156,55,-86,-32,121,-414.01925490961503,184.33324855582802,390.86470549455703,1
17,51,-32,-9,150,584.23960108074,178.61997137355098,669.65590432273,1
13,5,-36,4,146,730.9481435046561,168.75267569750798,110.865312200371,1
43,83,59,-10,256,-191.77494470225702,-178.83302907806998,979.8995182388111,1
104,21,56,-9,65,-125.63859944301001,503.908899162171,619.951348901086,1
172,12,2,85,169,-590.374931783178,82.9717857001752,537.4364429854351,1
111,42,14,74,98,-104.266564763334,271.623687678149,755.560889087998,1
41,38,-41,-10,163,531.791615100684,462.279398288896,466.238746970939,1
96,35,68,-36,104,-44.986461397176,428.017589238548,757.9242660302859,1
93,5,-49,-69,25,-21.8464058535527,416.85425622722505,86.5878856222949,1
161,3,61,1,29,-526.133299543225,181.162223303935,435.17309729530996,1
88,54,-74,87,170,17.6164106438657,504.467997133588,709.103417198491,1
83,78,-43,59,85,18.8981912225638,153.913416178668,909.054642280457,1
170,22,83,2,147,-341.011933242577,60.1296045742202,711.365832419466,1
179,70,-34,-80,11,-296.20733847633,5.17031832531887,550.8612963438111,1
147,37,-21,4,232,-640.540772285683,415.97204127492006,631.996472656324,1
73,54,-73,-30,37,124.757826323549,408.064462906771,460.36307952210296,1
44,34,-42,-51,165,463.03082298152003,447.14366814293504,313.995658049268,1
144,18,72,44,139,-262.71750046853197,190.875436941657,635.841792215828,1
175,51,-51,65,224,-591.9004343587001,51.7845779424566,749.7687724032269,1
56,29,62,-1,13,229.741262326199,340.60542838167004,641.858541552812,1
140,38,-40,-30,95,-470.78306725241,395.033898096006,417.779650711278,1
143,3,41,67,74,-366.984411350743,276.542589497942,465.312773911657,1
118,21,22,-77,252,-361.021071299189,678.981883340071,466.87857201118896,1
110,34,-85,65,157,-225.467547789277,619.466996370845,408.387002308048,1
153,45,-89,76,107,-497.68595973911204,253.583662343137,576.277532023609,1
132,13,57,74,203,-257.61329514943503,286.10854957934896,624.934801964631,1
137,36,37,12,152,-321.808717894199,300.091484286959,821.947658347991,1
62,64,-61,-90,146,169.500585433701,318.784236916858,479.315453255273,1
98,50,35,77,246,-21.733903625908102,154.64475980900298,884.4917750064801,1
163,54,77,-69,88,-287.99392096988,88.04857771407292,827.0512067589999,1
6,48,43,-58,111,457.639382176218,48.099837291088,781.117632299379,1
17,27,51,7,200,454.90921421595704,139.07970406406798,809.3353218884951,1
115,81,-80,-59,108,-116.12431591088699,249.029399110336,541.84191505141,1
133,81,-86,-66,110,-163.95623214046302,175.821533160976,513.2151190719931,1
138,47,46,-60,175,-341.093410368754,307.121886179369,839.352878505705,1
111,0,43,89,33,-134.878115704191,351.36950428749395,378.299435166084,1
65,17,39,-58,257,325.022433644617,697.012858271739,569.3350459466919,1
3,3,55,65,147,450.77891836971395,23.624322059368,521.866989527573,1
136,47,16,-56,131,-399.017864493527,385.327072688889,706.907098868992,1
9,5,-30,24,232,843.92843494548,133.665132842802,164.844138834595,1
121,62,35,54,172,-23.5666172735258,39.2214375967364,896.0297998893581,1
94,30,79,-46,133,-30.9463227685854,442.553033786026,742.571118811862,1
133,23,63,7,237,-300.05093259871,321.765231532582,820.825108418342,1
63,85,77,16,26,-72.48278658937241,-142.25547842858998,707.3882613765089,1
66,25,-42,-49,0,202.37194248001,454.53482481653197,262.846582473031,1
161,41,14,-33,259,-630.1447862910591,216.976250290526,811.438883537588,1
178,87,30,41,87,177.975148709684,-6.215029143350379,837.804209380238,1
94,24,40,50,21,-25.5996848487925,366.09254929958604,595.824897763006,1
40,18,22,41,217,490.851152662379,411.873021161945,683.556046602949,1
3,18,-6,-22,88,705.431619793216,36.9701046294011,357.972136878808,1
11,69,-18,32,143,274.732669084242,53.4026211468255,949.602795630904,1
9,27,84,78,98,207.23662872343002,32.8230574551042,502.333950827232,1
111,51,60,83,19,-42.358928552851296,110.34878156517901,565.418376362682,1
160,51,-55,-50,184,-547.6364837886119,199.323379297261,435.036419705867,1
108,53,85,15,26,-32.9764850132555,101.49118503920299,697.658413441718,1
30,9,-64,31,167,624.217934900366,360.392392747719,90.140157991306,1
67,14,-20,54,104,264.617286243136,623.3992598337529,458.625820036029,1
136,26,25,70,54,-263.112776119844,254.08505440726003,623.861765833115,1
86,10,-67,-79,20,24.215863579349104,346.302983166338,167.581358943765,1
113,37,25,65,199,-141.782294061803,334.01815289741796,824.1194816287131,1
176,71,79,43,66,75.4455451252364,-5.27566644594804,662.802344967159,1
130,63,49,45,83,-13.032090314739301,15.5310404516028,789.4980049116879,1
92,70,13,82,44,0.13580186224929,-3.88885652366229,755.8797143796389,1
164,68,-39,23,120,-374.292122053331,107.32653892466499,857.643458710734,1
23,49,85,-10,154,94.76818715525759,40.226708825245396,836.4024447265421,1
20,18,-61,-84,71,369.302236490585,134.41502153051098,181.256254023464,1
41,32,-66,90,134,458.932549325323,398.943978680695,545.040817894214,1
70,22,-24,-18,241,287.98626275045797,791.235754020009,332.45877497485804,1
89,55,-90,16,202,10.49694021098,601.369301927419,436.839025488455,1
118,48,59,84,81,-55.4177812737653,104.22568789234501,618.156370021109,1
144,25,-88,-73,85,-273.407331697938,198.64205394702,225.635155261334,1
55,1,-61,-10,200,361.42425655400706,516.167331585856,-105.38835098968399,1
123,65,-7,76,258,-116.05706660895599,178.712210674226,996.364873575186,1
168,41,73,-21,157,-275.490108538855,58.5572302451201,852.533178592232,1
101,76,-39,30,157,-58.74202697047621,302.20153075720003,937.5328041922189,1
118,28,-30,-56,26,-250.808290881557,471.701790389226,295.487782671573,1
51,32,6,89,7,187.650273650418,231.728789353926,618.93153428521,1
128,82,66,-69,249,69.058892555778,-88.391351655289,995.142273389395,1
79,79,66,-26,164,-24.802727158252303,-127.59896960900299,934.3643802385069,1
156,1,-77,-22,38,-415.322415229826,184.913452911941,22.044213328519,1
6,71,-31,57,45,165.13044344894698,17.3559089777837,873.0072956564461,1
122,79,47,-49,93,-39.5359965114191,63.2708203572705,933.092488099474,1
65,24,-29,-75,117,243.632338065671,522.4712350417569,232.64283581400102,1
82,2,25,-80,44,85.56883030514341,608.85386433305,120.818495670392,1
123,50,-89,-38,98,-227.58388365298302,350.448448766083,351.878358540834,1
26,6,-7,-23,215,757.842059368234,369.62426933975195,198.79046117043998,1
97,74,-7,-88,1,-35.8601083369985,292.057145241215,614.6407428244901,1
30,33,39,-62,72,510.738962577495,294.875277529747,580.018494899694,1
116,26,-32,-62,101,-258.117610242588,529.219527859645,257.292705797079,1
162,80,-19,32,65,-98.8301225904651,32.1118534107548,920.468722996604,1
171,56,-53,-71,147,-469.69515746159897,74.3924046377003,459.156686264828,1
49,6,-62,-82,177,285.785181773729,328.758244364412,9.621740674395712,1
141,73,-43,72,158,-184.692046387657,149.560670222836,925.6172130317759,1
2,31,6,23,116,583.154891755879,20.364217552992102,689.298908959424,1
146,13,86,60,88,-232.028998415378,156.50553558558997,480.71632863396104,1
111,27,-74,4,215,-248.750707059119,648.017746794563,161.10277765846598,1
138,86,-30,-20,39,-146.385453156085,131.806054048111,829.637773355239,1
60,50,9,-61,30,246.72705217766799,427.343789973418,604.613595867343,1
72,75,-57,0,32,98.72002343856741,303.82899092643396,743.260673185851,1
156,69,12,-20,127,-249.970343467147,111.29396738800101,943.1522881658009,1
160,82,0,5,237,-101.11704403219,36.803594204702,1100.8783227171,1
104,70,29,-5,57,-33.7615464577884,135.410166819583,898.5250400290289,1
109,16,-55,66,32,-206.240529050195,598.9659878851941,414.313632674555,1
116,39,20,43,79,-161.914203279439,331.973312990084,760.65077827804,1
7,76,-24,29,233,282.562882600325,34.6943594675399,1038.47864488483,1
49,90,61,53,171,-203.60396391694,-234.219567675014,706.3167958807829,1
98,35,58,17,204,-43.718359989208004,311.072294979504,863.6872514332449,1
178,71,64,-3,228,125.89356253152901,-4.39630007765845,961.407565926233,1
60,18,-1,-85,215,359.266422815988,622.267697770813,269.913545467859,1
47,61,53,33,169,7.8538991689703295,8.422275720492639,886.31691485976,1
42,43,79,-47,54,268.032088916241,241.33717686178198,761.336771848697,1
49,70,-31,19,48,191.12197741887798,219.860684748284,846.1193754633,1
15,28,-49,74,244,723.1871561917,193.777414478126,498.769704588639,1
5,54,-83,-14,136,521.931905147043,45.6631248328541,419.272167631724,1
152,56,-44,73,200,-418.33138286974196,222.43074183183103,831.560264128569,1
101,81,-24,-29,161,-60.4120092269489,310.792844681335,906.866476569245,1
15,34,-57,56,188,686.105413172901,183.841391382301,510.219682637912,1
122,83,58,9,4,52.06481333456939,-83.3211185273883,782.0139728356211,1
17,46,82,62,244,2.81332389575517,0.8601194318131601,724.8022507698261,1
176,33,-32,51,55,-556.165111307151,38.8908531479167,620.630121445896,1
173,84,-24,-28,180,-286.235265773204,35.1452714228891,941.575654009332,1
129,72,17,-73,146,-199.474486868404,246.33047663508,866.4865007753469,1
7,68,29,18,59,93.789649679274,11.5159209531069,878.846805111678,1
129,65,-28,-85,220,-309.686916841923,382.431493024197,652.570475716655,1
139,46,37,53,86,-158.765531994741,138.012771385367,770.708548401103,1
165,52,-38,-42,232,-647.0430701659919,173.374668119132,568.863938923965,1
66,13,81,27,256,142.133945834021,319.238069163322,736.964837331703,1
35,75,-1,16,11,102.129388389927,71.51176762337391,865.559017011184,1
102,57,0,-80,134,-102.078575689574,480.241940721844,662.788344424924,1
9,76,17,35,168,-3.4031486976945495,-0.5390058018255259,987.49864582327,1
112,86,-58,-5,219,-145.407265220712,359.895610539001,865.43805448634,1
89,69,-58,35,238,9.1506471245129,524.240222659963,835.7991462129049,1
29,38,-83,-50,173,417.50419229691596,231.426352809658,216.701153393639,1
157,31,-86,73,122,-589.335653940103,250.15814339199198,421.518336814459,1
164,29,35,-87,133,-606.924753893734,174.032872681828,503.63145105945506,1
60,30,82,45,87,106.21615597193599,183.971778728054,609.433673961423,1
114,37,14,83,160,-143.899389122352,323.203319711154,758.800219574181,1
27,76,41,-71,42,193.255361828428,98.4685251028381,845.0650702252319,1
53,38,5,-41,216,423.816337768859,562.423276354291,667.814850596199,1
143,24,21,-72,174,-566.408350928975,426.819306854574,459.30047421792506,1
62,60,-37,33,102,200.60963343637002,377.291846807208,817.797127654279,1
70,18,41,58,241,168.006591251619,461.594315783366,733.632455082587,1
93,17,19,-55,107,-36.7628336721769,701.476654327025,368.00772803052104,1
154,39,77,-23,182,-248.30437088076098,121.106133561891,860.1198983366769,1
106,9,-16,77,14,-148.37688728185,517.4516998388771,462.20392901955597,1
69,21,-49,-26,241,270.576178662971,704.8750442015421,137.903298644901,1
90,73,-27,-7,248,0.0,446.467666309944,963.619894611384,1
24,6,37,78,28,362.91186495886,161.578772518502,444.085776741119,1
117,13,35,23,11,-237.261955513216,465.65280644693297,505.31285792734803,1
144,89,-11,-28,12,-100.179110594416,72.7843842645955,841.49000992125,1
40,52,18,-45,170,388.395631332972,325.902631002363,829.493613795127,1
10,85,-74,-30,169,367.59866053376,64.8175619243939,668.158233137297,1
91,48,-22,49,73,-7.42871282851991,425.590672911836,776.2821071168539,1
117,83,-31,57,205,-57.28869736035111,112.43539928613001,1019.4501650662801,1
22,14,-15,34,171,718.214199810363,290.177372490598,431.575399593713,1
123,0,-67,48,219,-393.219245612015,605.504539415543,-33.890558090544,1
135,85,76,-50,133,104.555305165624,-104.555305165624,900.8222277094301,1
142,47,21,11,190,-335.13850322498797,261.838895458658,917.667556415489,1
11,44,-49,-29,143,614.946396636323,119.533470681294,440.60821189196196,1
134,37,1,-67,56,-398.331253130094,412.484087546397,457.00361033634397,1
53,40,-47,-43,232,423.342092756825,561.793931966891,364.01266689373904,1
106,85,21,-45,26,-32.8347820900767,114.508493321302,872.1373806540499,1
98,40,35,47,104,-40.874065120127504,290.834085386516,776.822927410268,1
102,18,80,2,72,-84.4982260952373,397.532898685172,614.863452835767,1
41,86,34,38,171,-162.94090460076,-141.64236741721902,907.876208110457,1
140,52,1,69,102,-197.241303433526,165.505104963997,826.082341143514,1
43,25,73,37,222,197.91706500784198,184.560648923901,767.92088776759,1
68,57,-85,76,122,180.36069005035702,446.40837281673,692.6931255584919,1
94,69,-30,23,85,-22.1209872662207,316.344856163197,872.673810036092,1
56,58,-12,-72,61,251.42653154112202,372.75516211140405,590.3090111793,1
175,63,29,-31,5,-297.391543175733,26.018388656357,802.7030889601621,1
103,3,-43,-56,117,-121.60540678003001,526.730885650211,-0.6441044839576071,1
139,57,-34,-38,20,-335.387948030484,291.548295246298,581.437637566091,1
31,65,-74,76,112,324.026687973449,194.694876317177,795.4528540303489,1
14,52,60,-28,203,224.829905093433,56.0563912163675,958.6192302570329,1
128,53,-22,-19,111,-338.707766904149,433.526172007769,694.1203736211689,1
76,19,-1,-83,147,159.32488631896,639.017216285851,263.932360249531,1
8,79,65,-29,254,-188.33997801849202,-26.4694577185489,995.1724008211411,1
172,89,-62,-90,64,-143.716987411792,20.1981053717664,567.166660449682,1
